DepartmentKey,Address,City,County,DepartmentName,DepartmentSpecialty,DepartmentType,PostalCode,CensusTract
1301,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
1302,823 SW Mulvane Ste 101,Topeka,SHAWNEE,PAIN CLINIC,Pain Medicine,HOD,66606,20177000500.0
1303,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1304,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1305,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1306,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1307,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1308,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1309,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1310,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1311,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1312,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1313,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1314,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1315,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1316,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1317,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1318,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1319,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1320,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1321,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1322,1500 SW 10th Ave,Topeka,SHAWNEE,BREASTFEEDING CENTER,*Unspecified,HOD,66606,20177000500.0
1323,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1324,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1325,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1326,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1327,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1328,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1329,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1330,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1331,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1332,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1333,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1334,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1335,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1336,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1337,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1338,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1339,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1340,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1341,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1342,929 SW Mulvane,Topeka,SHAWNEE,CARDIAC REHAB HC,Cardiac Rehabilitation,HOD,66606,20177000500.0
1343,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1344,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1345,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1346,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1347,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1348,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1349,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1350,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1351,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1352,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1353,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1354,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1355,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1356,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1357,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1358,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1359,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1360,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1361,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1362,929 SW Mulvane,Topeka,SHAWNEE,SV HEART CENTER CARDIAC ULTRASOUND,Radiology,HOD,66606,20177000500.0
1363,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1364,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1365,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1366,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1367,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1368,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1369,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1370,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1371,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1372,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1373,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1374,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1375,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1376,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1377,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1378,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1379,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1380,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1381,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1382,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1383,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1384,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1385,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1386,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1387,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1388,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1389,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1390,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1391,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1392,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1393,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1394,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1395,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1396,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1397,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1398,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1399,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1400,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1401,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1402,,Topeka,SHAWNEE,CARDIOVASCULAR SERV,*Unspecified,HOD,,
1403,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1404,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1405,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1406,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1407,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1408,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1409,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1410,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1411,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1412,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1413,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1414,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1415,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1416,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1417,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1418,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1419,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1420,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1421,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1422,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1423,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1424,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1425,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1426,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1427,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1428,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1429,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1430,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1431,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1432,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1433,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1434,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1435,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1436,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1437,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1438,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1439,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1440,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1441,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1442,1500 SW 10th Ave,Topeka,SHAWNEE,CT SCAN,Radiology,HOD,66604,20177003603.0
1443,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1444,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1445,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1446,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1447,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1448,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1449,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1450,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1451,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1452,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1453,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1454,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1455,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1456,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1457,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1458,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1459,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1460,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1461,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1462,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1463,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1464,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1465,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1466,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1467,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1468,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1469,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1470,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1471,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1472,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1473,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1474,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1475,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1476,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1477,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1478,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1479,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1480,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1481,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1482,,Topeka,SHAWNEE,ECT,*Unspecified,HOD,,
1483,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1484,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1485,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1486,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1487,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1488,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1489,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1490,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1491,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1492,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1493,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1494,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1495,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1496,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1497,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1498,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1499,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1500,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1501,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1502,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1503,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1504,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1505,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1506,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1507,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1508,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1509,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1510,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1511,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1512,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1513,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1514,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1515,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1516,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1517,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1518,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1519,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1520,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1521,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1522,,Topeka,SHAWNEE,JUV RHEUM ARTH CLINIC,Rheumatology,,,
1523,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1524,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1525,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1526,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1527,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1528,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1529,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1530,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1531,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1532,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1533,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1534,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1535,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1536,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1537,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1538,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1539,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1540,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1541,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1542,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1543,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1544,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1545,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1546,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1547,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1548,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1549,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1550,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1551,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1552,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1553,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1554,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1555,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1556,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1557,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1558,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1559,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1560,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1561,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1562,1500 SW 10th Ave,TOPEKA,SHAWNEE,LABORATORY,Lab,Normal,66606,20177000500.0
1563,1500 SW 10th Ave,Topeka,SHAWNEE,MRI,Radiology,HOD,66604,20177003603.0
1564,1500 SW 10th Ave,Topeka,SHAWNEE,MRI,Radiology,HOD,66604,20177003603.0
1565,1500 SW 10th Ave,Topeka,SHAWNEE,MRI,Radiology,HOD,66604,20177003603.0
1566,1500 SW 10th Ave,Topeka,SHAWNEE,MRI,Radiology,HOD,66604,20177003603.0
1567,1500 SW 10th Ave,Topeka,SHAWNEE,MRI,Radiology,HOD,66604,20177003603.0
1568,1500 SW 10th Ave,Topeka,SHAWNEE,MRI,Radiology,HOD,66604,20177003603.0
1569,1500 SW 10th Ave,Topeka,SHAWNEE,MRI,Radiology,HOD,66604,20177003603.0
1570,1500 SW 10th Ave,Topeka,SHAWNEE,MRI,Radiology,HOD,66604,20177003603.0
1571,1500 SW 10th Ave,Topeka,SHAWNEE,MRI,Radiology,HOD,66604,20177003603.0
1572,1500 SW 10th Ave,Topeka,SHAWNEE,MRI,Radiology,HOD,66604,20177003603.0
